1,1
1,7
2,1
2,7
3,1
3,7
4,1
4,7
5,2
6,2
7,2
7,18
8,2
8,17
9,2
9,18
10,3
11,3
12,3
13,3
14,4
15,4
16,4
16,18
17,4
17,7
18,4
18,7
19,4
19,7
20,4
20,7
21,5
21,18
22,5
22,18
23,5
23,18
24,5
24,18
25,5
26,5
26,6
27,5
28,5
28,6
29,5
29,18
30,5
30,18
31,7
32,7
33,8
34,8
35,8
35,14
36,9
37,10
37,12
38,9
39,10
39,12
40,7
41,7
42,7
42,9
43,7
44,7
45,7
45,9
46,11
47,11
48,2
49,10
50,2
51,10
51,11
52,5
52,11
53,5
53,11
54,7
54,18
55,7
55,18
56,1
56,7
57,1
57,7
58,1
58,7
59,1
59,4
60,1
60,4
61,4
61,7
62,4
62,7
63,9
64,9
64,12
65,9
66,9
66,12
67,5
68,6
69,12
70,5
71,6
72,3
73,3
74,13
75,13
76,2
77,2
77,15
78,2
79,2
79,15
80,3
81,3
82,3
82,13
83,14
84,14
85,14
86,14
87,13
88,13
89,13
90,1
90,7
91,1
91,7
92,1
92,7
93,3
93,7
94,3
94,7
95,9
95,15
96,8
96,15
97,9
97,15
98,8
98,15
99,9
99,15
100,8
100,15
101,2
102,14
103,2
104,11
104,14
105,3
105,14
106,14
107,3
107,14
108,7
108,14
109,3
109,14
110,8
110,12
111,8
111,12
112,5
112,18
113,13
114,5
114,18
115,5
115,18
116,3
117,3
117,10
118,7
119,6
119,7
120,7
121,6
121,7
122,3
123,3
123,10
124,7
124,16
125,7
125,16
126,7
126,16
127,7
127,16
128,9
128,15
129,14
130,14
131,3
132,3
133,8
134,1
134,8
135,8
136,1
136,8
137,1
137,14
138,1
138,14
139,1
139,17
140,9
141,9
142,2
142,16
143,13
144,13
145,5
146,7
147,7
148,7
148,11
149,9
149,15
150,9
150,15
151,5
152,1
153,5
154,5
155,3
156,3
157,3
158,3
159,3
160,3
160,14
161,11
161,14
162,10
162,14
163,4
163,18
164,10
164,14
165,8
166,2
167,4
168,4
168,18
169,13
170,2
170,13
171,3
171,13
172,5
173,3
174,3
174,18
175,3
175,6
176,3
176,10
177,5
178,5
179,3
180,8
181,2
182,5
183,3
183,15
184,3
184,15
185,3
185,15
186,3
186,15
187,15
187,18
188,15
188,18
189,5
190,10
190,18
191,14
191,18
192,8
192,18
193,13
193,18
194,2
194,18
195,6
195,18
196,17
197,17
198,17
198,18
199,14
200,13
200,14
201,14
202,14
203,1
204,1
205,1
206,2
207,2
208,2
209,2
209,16
210,3
211,3
212,3
213,5
214,5
215,5
215,18
216,5
216,18
217,4
217,18
218,4
218,18
219,4
219,7
220,4
220,7
221,7
221,18
222,3
222,8
223,3
223,8
224,8
225,11
226,5
226,11
227,11
228,11
228,18
229,14
229,18
230,14
230,18
231,8
232,8
233,8
234,8
234,17
235,1
236,3
236,11
237,3
237,11
238,15
239,3
240,1
240,18
241,1
241,18
242,1
242,18
243,5
244,1
245,1
246,4
246,18
247,7
247,9
248,3
248,9
249,3
249,9
250,14
251,6
252,6
252,18
253,3
253,14
254,7
254,14
255,16
256,14
257,14
258,5
258,14
259,4
260,4
260,12
261,5
262,9
262,18
263,9
263,12
264,9
264,12
265,11
266,11
267,3
267,7
268,6
268,7
269,4
269,12
270,4
270,12
271,4
271,15
272,4
272,13
273,4
273,13
274,6
274,10
275,7
275,13
276,5
277,5
278,2
279,2
279,15
280,9
280,10
281,9
281,10
282,3
282,15
283,16
284,3
285,3
286,10
286,18
287,3
287,18
288,12
288,18
289,2
289,6
290,2
290,6
291,2
291,6
292,3
292,17
293,9
294,9
295,5
296,5
297,5
298,13
299,13
300,10
300,14
301,8
302,2
303,5
304,5
305,8
306,2
307,3
308,9
308,15
309,9
309,15
310,6
310,15
311,6
311,15
312,14
312,18
313,2
313,18
314,1
314,14
315,1
316,1
317,1
318,1
318,17
319,2
320,2
320,13
321,2
321,13
322,2
322,13
323,3
324,3
324,9
325,3
325,9
326,3
326,9
327,6
328,6
329,5
330,5
330,6
331,5
332,5
332,6
333,4
334,4
335,4
335,18
336,4
337,4
337,7
338,1
338,3
339,1
339,3
340,1
340,3
341,1
342,1
342,6
343,1
343,6
344,5
344,18
345,5
345,18
346,3
346,18
347,3
347,18
348,11
348,14
349,11
349,14
350,11
350,14
351,11
351,14
352,3
352,4
353,4
353,18
354,1
355,1
355,13
356,5
357,5
358,5
359,4
359,9
360,4
360,18
361,4
361,16
362,5
363,5
364,5
365,13
366,13
367,5
367,11
368,15
369,5
370,5
371,6
371,16
372,6
372,16
373,11
373,12
374,11
374,12
375,12
375,15
376,12
376,15
377,12
377,15
378,12
379,13
379,14
380,13
380,14
381,13
381,14
382,8
383,8
384,8
385,8
386,8
387,4
388,4
389,1
389,7
390,7
391,7
392,3
392,6
393,3
393,6
394,3
394,6
395,3
396,3
397,2
397,9
398,2
398,9
399,2
399,9
400,2
401,14
402,14
403,5
404,9
405,9
405,17
406,9
406,17
407,1
408,1
408,6
409,5
409,18
410,17
410,18
411,11
411,17
412,5
413,7
414,14
414,15
415,14
415,15
416,3
416,9
417,3
417,9
418,3
419,3
419,6
420,9
420,14
421,9
421,14
422,1
422,15
423,1
423,15
424,4
424,15
425,4
425,15
426,3
427,3
428,5
429,5
430,5
431,5
432,5
433,16
434,16
435,16
436,16
437,16
438,1
438,18
439,14
440,6
441,6
442,14
443,10
444,10
445,10
446,3
446,10
447,3
447,10
448,3
448,10
449,3
450,3
451,3
452,3
452,15
453,3
454,17
455,17
456,17
456,18
457,17
457,18
458,12
458,14
459,12
459,14
460,12
460,14
461,12
461,14
462,15
463,10
464,12
465,14
465,17
466,14
466,17
467,14
467,17
468,14
468,17
469,3
470,3
471,9
472,2
472,9
473,17
473,18
474,17
474,18
475,12
475,14
476,14
477,14
478,14
479,14
480,1
481,1
482,1
482,9
483,2
484,2
484,13
485,2
485,13
486,3
487,3
488,3
488,12
489,5
489,18
490,5
490,18
491,5
491,18
492,5
493,3
493,5
494,4
495,4
496,8
497,8
498,8
499,1
499,7
500,1
500,7
501,15
502,15
503,12
503,15
504,12
504,15
505,4
506,4
507,4
508,1
508,4
509,4
509,9
510,4
510,12
511,4
511,18
512,4
512,18
513,4
513,18
514,8
515,3
516,3
517,1
518,1
519,1
520,3
521,3
522,3
522,9
523,3
523,9
524,5
525,16
525,18
526,16
526,18
527,5
528,5
529,5
529,13
530,16
531,6
531,18
532,5
533,5
534,14
535,6
535,7
536,6
536,7
537,12
537,14
538,12
538,14
539,15
540,11
540,14
541,5
542,5
542,18
543,6
543,16
544,9
544,17
545,9
545,17
546,9
546,17
547,9
547,17
548,5
549,13
550,12
550,13
551,12
551,13
552,9
553,9
554,4
554,7
555,6
555,7
556,7
556,13
557,7
557,13
558,1
559,3
560,3
561,3
561,18
562,1
562,10
563,1
563,10
564,1
564,10
565,6
565,10
566,8
566,12
567,5
568,9
568,15
569,1
570,8
571,2
572,11
572,18
573,4
573,18
574,1
575,10
576,9
576,18
577,9
577,10
578,5
579,13
579,14
580,13
580,14
581,12
581,15
582,16
583,10
583,16
584,8
584,16
585,2
585,8
586,3
586,8
587,8
587,10
588,8
588,18
589,1
589,8
590,14
591,14
592,14
593,12
593,17
594,12
594,17
595,3
595,17
596,3
596,17
597,2
597,12
598,5
599,16
599,17
600,16
600,17
601,14
602,3
603,3
604,6
605,1
606,1
606,18
607,5
608,2
608,14
609,1
610,1
611,1
612,2
613,2
613,13
614,2
614,13
615,3
616,3
617,3
618,3
618,6
619,5
620,5
621,5
622,5
623,5
624,6
625,6
626,1
627,1
628,2
629,2
630,3
631,3
632,14
633,14
634,5
634,18
635,5
635,18
636,5
636,18
637,8
638,8
639,15
640,15
641,15
642,14
642,18
643,14
643,18
644,9
645,9
645,12
646,5
647,5
647,11
648,13
649,13
650,13
651,3
652,3
652,9
653,3
653,9
654,13
655,13
656,1
656,4
657,1
657,4
658,1
658,4
659,4
659,7
660,4
660,7
661,4
661,7
662,1
662,11
663,1
663,11
664,1
665,1
666,1
666,13
667,3
668,3
669,3
670,6
670,9
671,6
671,9
672,6
672,9
673,2
674,10
675,2
676,2
676,14
677,10
678,2
678,10
679,1
680,4
680,15
681,4
681,15
682,6
682,13
683,6
683,13
684,14
684,18
685,16
686,9
686,16
687,16
688,3
688,15
689,3
689,15
690,15
690,18
691,15
691,18
692,7
693,7
694,6
695,5
695,16
696,6
697,5
697,16
698,5
699,5
700,14
701,14
702,14
703,14
704,14
705,14
706,3
706,18
707,3
707,18
708,10
709,10
710,10
711,1
711,5
712,1
712,5
713,1
713,5
714,1
714,5
715,1
715,5
716,8
716,18
717,4
718,4
718,12
719,1
719,7
720,1
720,7
721,3
721,16
722,3
722,16
723,3
724,4
724,8
725,4
725,8
726,1
726,12
727,1
727,12
728,12
729,12
730,12
731,8
732,8
733,8
734,14
735,14
736,2
736,16
737,2
737,16
738,2
738,16
739,17
740,17
741,17
742,10
743,10
744,10
745,4
746,4
747,8
747,9
748,9
748,12
749,13
750,13
751,17
752,9
752,16
753,9
753,16
754,6
754,12
755,6
755,12
756,5
757,5
757,18
758,5
758,18
759,14
759,18
760,6
760,18
761,6
761,18
762,2
763,4
763,12
764,6
764,17
765,6
765,17
766,6
766,17
767,2
767,4
768,2
768,4
769,12
769,13
770,13
770,15
771,1
771,13
772,18
773,18
774,8
774,18
775,8
775,18
776,2
776,17
777,8
777,17
778,9
778,18
779,9
779,18
780,10
780,17
781,10
781,17
782,10
782,17
783,3
783,13
784,3
784,13
785,5
785,14
786,5
786,13
787,4
787,12
788,1
789,1
790,1
790,13
791,2
792,2
793,2
793,14
794,3
795,3
796,3
796,6
797,3
797,6
798,5
799,5
799,9
800,5
800,18
801,2
801,18
802,2
802,18
803,4
804,4
805,4
805,18
806,2
806,5
807,2
807,5
808,11
809,11
810,11
811,1
812,1
813,13
814,6
814,13
815,5
816,14
817,14
818,14
819,12
819,16
820,12
820,16
821,12
821,16
822,12
822,16
823,11
824,11
825,11
826,11
827,6
827,14
828,6
828,14
829,3
829,15
830,3
830,15
831,3
831,7
832,7
832,17
833,3
834,3
835,5
835,8
836,5
836,8
837,15
837,17
838,15
838,17
839,10
839,15
840,10
840,15
841,11
842,13
842,18
843,8
843,11
844,11
844,15
845,17
846,17
847,12
847,17
848,17
849,12
849,17
850,11
850,12
851,1
851,16
852,1
852,16
853,1
853,16
854,1
854,16
855,1
855,16
856,1
856,16
857,1
857,16
858,1
858,16
859,1
859,16
860,1
860,16
861,10
862,10
863,10
863,15
864,17
864,18
865,17
865,18
866,11
867,6
867,18
868,9
868,17
869,9
869,17
870,9
870,17
871,11
871,15
872,11
872,15
873,14
873,16
874,6
874,14
875,2
875,3
876,1
876,18
877,1
877,18
878,1
878,16
879,1
879,13
880,2
881,2
882,2
882,6
883,3
884,3
885,3
885,11
886,5
886,18
887,5
887,18
888,5
888,18
889,5
890,5
891,4
892,4
892,8
893,4
893,8
894,13
895,10
895,13
896,2
896,18
897,8
897,18
898,14
898,18
899,16
899,18
900,4
900,11
901,4
901,11
902,15
903,15
904,15
905,15
906,3
907,3
908,3
908,7
909,3
909,7
910,9
911,9
912,3
912,4
913,3
913,4
914,1
915,1
916,1
916,11
917,1
917,11
918,2
918,7
919,2
919,7
920,5
920,13
921,5
921,13
922,1
923,1
924,1
925,11
926,5
926,14
927,13
928,3
928,4
929,3
929,4
930,9
930,16
931,9
931,16
932,3
933,5
934,5
935,15
935,18
936,15
936,18
937,15
937,18
938,15
938,18
939,15
939,18
940,15
940,18
941,15
941,18
942,15
942,18
943,5
944,2
944,17
945,8
945,12
946,11
946,16
947,3
947,14
948,5
948,17
949,1
949,16
950,17
951,13
951,17
952,13
952,17
953,8
953,11
954,11
954,14
955,1
955,11
956,3
956,11
957,14
958,14
959,12
959,14
960,14
960,16
961,7
961,15
962,4
962,13
963,4
963,13
964,8
965,12
965,18
966,1
966,12
967,6
967,17
968,14
969,12
969,14
970,14
970,16
971,14
971,17
972,11
972,12
973,13
973,16
974,7
975,7
975,17
976,12
976,15
977,2
977,16
978,8
979,12
980,12
981,1
982,1
983,1
984,2
985,2
986,2
987,3
988,3
989,3
990,5
991,5
992,18
993,18
994,12
994,18
995,4
996,4
996,14
997,4
997,14
998,6
999,6
1000,1
1001,1
1002,5
1003,5
1004,3
1005,3
1005,15
1006,8
1007,8
1008,15
1009,2
1009,15
1010,2
1010,15
1011,1
1011,17
1012,1
1012,17
1013,1
1013,17
1014,9
1015,9
1016,3
1016,18
1017,3
1018,3
1019,7
1019,8
1020,7
1020,8
1021,7
1021,8
1022,2
1022,4
1023,2
1023,4
1024,13
1025,13
1026,16
1027,16
1028,14
1029,14
1030,11
1030,14
1031,6
1031,11
1032,6
1032,11
1033,6
1033,11
1034,5
1034,6
1035,12
1036,16
1037,13
1038,10
1038,14
1039,9
1039,16
1040,11
1041,11
1042,13
1043,8
1044,4
1044,10
1045,4
1045,10
1046,15
1047,10
1048,10
1049,5
1049,14
1050,5
1050,14
1051,6
1051,8
1052,6
1052,8
1053,12
1054,12
1055,8
1055,17
1056,8
1056,10
1057,3
1057,17
1058,3
1058,10
1059,12
1059,17
1060,16
1060,17
1061,16
1061,17
1062,16
1062,17
1063,11
1064,11
1064,12
1065,13
1066,12
1066,13
1067,7
1067,17
1068,7
1068,17
1069,13
1070,6
1070,13
1071,3
1071,13
1072,1
1072,6
1073,8
1074,17
1075,10
1076,16
1077,1
1077,14
1078,10
1078,14
1079,14
1079,16
1080,5
1080,14
1081,4
1081,15
1082,5
1082,9
1083,3
1083,16
1084,3
1084,16
1085,7
1085,13
1086,6
1086,7
1087,11
1087,18
1088,11
1088,18
1089,1
1090,1
1091,1
1091,6
1092,2
1093,2
1094,2
1094,16
1095,3
1096,3
1097,3
1097,13
1098,5
1099,5
1100,5
1101,4
1102,4
1103,4
1104,4
1104,6
1105,8
1106,8
1106,13
1107,8
1107,13
1108,5
1109,5
1110,11
1111,11
1112,1
1112,5
1113,1
1113,5
1114,1
1114,5
1115,5
1115,18
1116,15
1117,15
1118,15
1119,2
1120,2
1120,14
1121,2
1121,16
1122,8
1123,8
1124,8
1124,18
1125,8
1125,18
1126,6
1127,6
1128,5
1128,7
1129,5
1129,7
1130,1
1130,16
1131,1
1131,16
1132,1
1132,9
1133,1
1133,9
1134,15
1135,1
1136,1
1136,2
1137,4
1138,14
1139,14
1140,11
1140,12
1141,11
1141,12
1142,11
1142,12
1143,3
1144,3
1145,6
1145,18
1146,3
1147,3
1148,3
1149,4
1149,14
1150,7
1150,12
1151,7
1151,12
1152,5
1152,17
1153,12
1154,7
1154,15
1155,7
1155,15
1156,16
1157,16
1158,13
1158,18
1159,10
1160,10
1161,3
1161,14
1162,3
1163,3
1163,17
1164,13
1164,16
1165,7
1165,9
1166,5
1166,14
1167,5
1168,6
1168,12
1169,9
1169,13
1170,11
1170,14
1171,1
1171,6
1172,11
1172,16
1173,4
1173,13
